"","time","sumi_death2","sumi_death2u","sumi_death2l","sumi_fed2","sumi_fed2l","sumi_fed2u"
"177",177,0.614393320663334,0.715600455004449,0.580493007771359,0.127159336222548,0.144226787006334,0.11064029059644
"178",178,0.613923825169528,0.714935823640024,0.57976600430085,0.128407006968665,0.145657951305478,0.111708381247366
"179",179,0.613444860318278,0.714263654050511,0.579029202219683,0.129662773912592,0.147098303659012,0.112783371034962
"180",180,0.612956453491778,0.713583974553275,0.578282646267212,0.130926635457226,0.148547834862319,0.113865262178609
"181",181,0.612458632538229,0.712896813570721,0.577526381776234,0.132198589284934,0.150006534738809,0.114954056387061
"182",182,0.611951425770541,0.712202199631051,0.576760454669751,0.133478632353972,0.15147439213583,0.116049754856068
"183",183,0.611434861965007,0.711500161369029,0.575984911457651,0.134766760895034,0.152951394920798,0.117152358266074
"184",184,0.61090897035995,0.710790727526753,0.575199799233306,0.136062970407931,0.15443752997753,0.118261866779998
"185",185,0.610373780654324,0.710073926954438,0.574405165670092,0.137367255658404,0.155932783202799,0.119378280041096
"186",186,0.609829323006291,0.709349788611202,0.573601059017821,0.138679610675071,0.157437139503099,0.120501597170909
"187",187,0.609275628031757,0.708618341565867,0.572787528099093,0.140000028746513,0.15895058279164,0.121631816767289
"188",188,0.608712726802876,0.707879614997755,0.571964622305565,0.141328502418488,0.160473095985553,0.122768936902512
"189",189,0.608140650846514,0.707133638197499,0.571132391594137,0.142665023491301,0.162004661003333,0.12391295512147
"190",190,0.607559432142678,0.706380440567849,0.570290886483049,0.144009583017295,0.163545258762494,0.125063868439955
"191",191,0.606969103122909,0.705620051624489,0.569440158047897,0.145362171298497,0.165094869177465,0.126221673343024
"192",192,0.606369696668636,0.704852500996853,0.568580257917568,0.146722777884404,0.166653471157711,0.127386365783445
"193",193,0.605761246109492,0.704077818428936,0.567711238270083,0.148091391569907,0.168221042606086,0.128557941180239
"194",194,0.60514378522159,0.703296033780123,0.566833151828357,0.149468000393371,0.169797560417421,0.1297363944173
"195",195,0.604517348225758,0.702507177025995,0.565946051855878,0.150852591634849,0.171383000477352,0.130921719842105
"196",196,0.603881969785741,0.701711278259155,0.565049992152294,0.152245151814457,0.172977337661381,0.132113911264512
"197",197,0.603237685006353,0.700908367690038,0.564145027048918,0.153645666690886,0.174580545834178,0.133312961955642
"198",198,0.602584529431595,0.700098475647723,0.563231211404148,0.155054121260071,0.176192597849123,0.134518864646853
"199",199,0.601922539042729,0.699281632580745,0.562308600598797,0.156470499754004,0.177813465548096,0.135731611528799
"200",200,0.601251750256307,0.698457869057898,0.561377250531339,0.157894785639709,0.179443119761499,0.136951194250581
"201",201,0.600572199922165,0.69762721576903,0.560437217613074,0.159326961618359,0.181081530308537,0.13817760391898
"202",202,0.599883925321364,0.696789703525842,0.559488558763197,0.16076700962455,0.182728665997731,0.139410831097786
"203",203,0.599186964164098,0.695945363262674,0.558531331403792,0.162214910825731,0.184384494627689,0.140650865807213
"204",204,0.598481354587546,0.695094226037278,0.557565593454732,0.163670645621784,0.186048982988117,0.141897697523404
"205",205,0.597767135153693,0.694236323031595,0.556591403328497,0.165134193644768,0.187722096861085,0.143151315178021
"206",206,0.597044344847094,0.693371685552513,0.555608819924908,0.166605533758808,0.189403801022534,0.144411707157934
"207",207,0.596313023072599,0.692500345032619,0.554617902625772,0.168084644060146,0.191094059244042,0.145678861304989
"208",208,0.595573209653033,0.69162233303094,0.553618711289445,0.169571501877354,0.192792834294834,0.146952764915875
"209",209,0.594824944826824,0.69073768123367,0.552611306245308,0.171066083771695,0.194500087944043,0.148233404742072
"210",210,0.594068269245592,0.689846421454891,0.551595748288166,0.172568365537647,0.196215780963228,0.149520766989897
"211",211,0.593303223971682,0.68894858563727,0.55057209867255,0.174078322203586,0.197939873129134,0.150814837320637
"212",212,0.59252985047566,0.688044205852755,0.549540419106946,0.175595928032629,0.19967232322671,0.152115600850765
"213",213,0.59174819063375,0.687133314303248,0.548500771747939,0.177121156523628,0.201413089052376,0.15342304215226
"214",214,0.590958286725234,0.686215943321263,0.547453219194273,0.178653980412334,0.203162127417538,0.154737145253001
"215",215,0.590160181429794,0.685292125370573,0.546397824480828,0.180194371672709,0.204919394152363,0.156057893637266
"216",216,0.589353917824811,0.684361893046833,0.545334651072516,0.181742301518411,0.206684844109793,0.157385270246305
"217",217,0.58853953938261,0.683425279078194,0.544263762858101,0.183297740404424,0.208458431169812,0.158719257479018
"218",218,0.587717089967666,0.682482316325889,0.543185224143932,0.184860658028856,0.210240108243973,0.160059837192707
"219",219,0.586886613833743,0.68153303778481,0.5420990996476,0.186431023334896,0.212029827280156,0.161406990703933
"220",220,0.586048155621001,0.680577476584059,0.541005454491515,0.188008804512927,0.213827539267586,0.162760698789447
"221",221,0.585201760353042,0.679615665987475,0.539904354196407,0.1895939690028,0.215633194242098,0.164120941687221
"222",222,0.584347473433904,0.678647639394155,0.538795864674748,0.191186483496267,0.217446741291638,0.16548769909756
"223",223,0.583485340645018,0.677673430338933,0.537680052224099,0.192786313939571,0.219268128562024,0.166860950184309
"224",224,0.582615408142095,0.676693072492854,0.53655698352038,0.194393425536197,0.221097303262934,0.16824067357614
"225",225,0.581737722451979,0.675706599663615,0.535426725611066,0.196007782749777,0.222934211674149,0.169626847367936
"226",226,0.580852330469436,0.674714045795985,0.534289345908314,0.197629349307156,0.224778799152032,0.171019449122254
"227",227,0.579959279453902,0.6737154449722,0.533144912182007,0.199258088201612,0.226631010136245,0.172418455870881
"228",228,0.579058617026173,0.672710831412337,0.531993492552738,0.200893961696235,0.228490788156706,0.173823844116472
"229",229,0.578150391165044,0.671700239474657,0.530835155484719,0.202536931327462,0.230358075840782,0.175235589834279
"230",230,0.577234650203899,0.67068370365592,0.529669969778617,0.204186957908759,0.232232814920713,0.176653668473963
"231",231,0.57631144282725,0.669661258591685,0.52849800456433,0.205844001534474,0.23411494624127,0.178078054961493
"232",232,0.575380818067219,0.66863293905657,0.52731932929369,0.207508021583823,0.236004409767648,0.179508723701129
"233",233,0.574442825299975,0.667598779964486,0.5261340137331,0.209178976725047,0.237901144593574,0.180945648577487
"234",234,0.573497514242112,0.666558816368852,0.524942127956116,0.21085682491971,0.239805088949656,0.182388802957699
"235",235,0.572544934946985,0.665513083462768,0.523743742335953,0.212541523427152,0.241716180211941,0.18383815969364
"236",236,0.571585137800984,0.664461616579167,0.522538927537937,0.214233028809091,0.243634354910706,0.185293691124255
"237",237,0.570618173519763,0.663404451190933,0.5213277545119,0.215931296934374,0.245559548739457,0.186755369077957
"238",238,0.569644093144419,0.662341622910992,0.520110294484505,0.217636282983879,0.24749169656415,0.188223164875112
"239",239,0.56866294803761,0.661273167492363,0.518886618951528,0.219347941455557,0.249430732432624,0.189697049330605
"240",240,0.567674789879635,0.660199120828191,0.517656799670074,0.221066226169626,0.251376589584237,0.191176992756488
"241",241,0.566679670664453,0.659119518951734,0.516420908650739,0.222791090273909,0.253329200459722,0.192662964964704
"242",242,0.565677642695655,0.658034398036329,0.515179018149729,0.224522486249308,0.255288496711232,0.194154935269901
"243",243,0.564668758582386,0.656943794395312,0.513931200660915,0.226260365915433,0.257254409212596,0.195652872492309
"244",244,0.563653071235216,0.655847744481919,0.512677528907852,0.228004680436357,0.25922686806977,0.197156744960714
"245",245,0.562630633861958,0.654746284889141,0.511418075835736,0.229755380326518,0.261205802631481,0.198666520515498
"246",246,0.561601499963442,0.653639452349551,0.510152914603329,0.231512415456762,0.263191141500059,0.200182166511756
"247",247,0.560565723329236,0.652527283735095,0.508882118574831,0.233275735060511,0.265182812542467,0.201703649822497
"248",248,0.559523358033314,0.651409816056843,0.507605761311711,0.235045287740076,0.267180742901499,0.203230936841916
"249",249,0.558474458429687,0.650287086464715,0.506323916564501,0.236821021473098,0.269184859007172,0.204763993488743
"250",250,0.557419079147968,0.649159132247158,0.505036658264547,0.238602883619119,0.271195086588288,0.206302785209662
"251",251,0.556357275088908,0.648025990830797,0.503744060515727,0.240390820926287,0.273211350684168,0.20784727698281
