"","time","acte_death2","acte_death2u","acte_death2l","acte_fed2","acte_fed2l","acte_fed2u"
"51",51,0.718738286205362,0.72820214029342,0.708356675835153,0.0178603654409229,0.0192384751951258,0.0164930897385272
"52",52,0.718718866428359,0.728329092056248,0.708178858781073,0.0181617488235766,0.0195653776764396,0.0167693098910876
"53",53,0.718683750512021,0.728441535095045,0.707984118022177,0.0184676517261603,0.0198971907728426,0.0170496585456818
"54",54,0.718632931576231,0.728539460537203,0.707772450669305,0.0187781300539833,0.020233974508919,0.0173341871517421
"55",55,0.718566403483363,0.728622860093091,0.707543854789197,0.0190932401516814,0.0205757893466658,0.0176229475852502
"56",56,0.718484160841084,0.728691726056747,0.70729832940979,0.0194130388009786,0.0209226961818909,0.0179159921475122
"57",57,0.718386199005229,0.728746051306663,0.707035874525585,0.0197375832182852,0.0212747563404155,0.0182133735637972
"58",58,0.718272514082774,0.728785829306647,0.706756491103078,0.0200669310521271,0.0216320315740765,0.0185151449818385
"59",59,0.71814310293488,0.728811054106769,0.706460181086262,0.0204011403804071,0.0219945840565274,0.0188213599701948
"60",60,0.717997963180022,0.728821720344393,0.706146947402183,0.0207402697074915,0.0223624763788342,0.019132072516468
"61",61,0.717837093197201,0.728817823245287,0.705816793966562,0.0210843779611222,0.022735771544863,0.0194473370253759
"62",62,0.717660492129235,0.728799358624815,0.705469725689462,0.0214335244891506,0.0231145329664576,0.0197672083166765
"63",63,0.717468159886125,0.728766322889224,0.70510574848102,0.0217877690560892,0.0234988244584038,0.0200917416229418
"64",64,0.717260097148501,0.728718713036996,0.704724869257218,0.02214717183948,0.0238887102331769,0.0204209925871782
"65",65,0.717036305371141,0.728656526660291,0.704327095945707,0.0225117934260766,0.0242842548954717,0.020755017260291
"66",66,0.716796786786564,0.728579761946477,0.703912437491667,0.0228816948078364,0.0246855234365106,0.021093872098391
"67",67,0.716541544408699,0.72848841767973,0.70348090386371,0.0232569373777204,0.0250925812281277,0.0214376139599392
"68",68,0.716270582036616,0.728382493242723,0.703032506059815,0.0236375829252995,0.0255054940166278,0.0217863001027287
"69",69,0.715983904258333,0.72826198861839,0.7025672561133,0.0240236936321623,0.0259243279164147,0.0221399881807005
"70",70,0.715681516454685,0.728126904391779,0.702085167098811,0.0244153320671241,0.0263491494033905,0.0224987362405904
"71",71,0.71536342480326,0.727977241751967,0.701586253138344,0.0248125611812324,0.0267800253081205,0.022862602718405
"72",72,0.715029636282391,0.727813002494072,0.70107052940728,0.0252154443025686,0.0272170228087621,0.0232316464357243
"73",73,0.71468015867522,0.727634189021329,0.700538012140438,0.025624045130841,0.0276602094237567,0.0236059265958284
